audio_id,file,duration,effort_status,effort_confidence,contact,breathiness,register_connection,register,source_balance,stability,presence,brightness,airiness,texture,harmonic_concentration,high_note_available,fingerprint,display_name,effort_raw,effort_display,register_connection_raw,register_connection_display,source_balance_raw,source_balance_display,contact_raw,contact_display,breathiness_raw,breathiness_display,stability_raw,stability_display,presence_raw,presence_display,brightness_raw,brightness_display
b4b7ce279c98,C:\VocalAgent\runtime\c33e338ba1a04e7aa158fcc35215f5c0\upload.webm,,LOW,medium,UNKNOWN,LOW,PARTIAL,PARTIAL,UNKNOWN,REPEATED_IRREGULAR,LOW,LOW,LOW,UNKNOWN,UNKNOWN,False,LOW|UNKNOWN|LOW|PARTIAL|UNKNOWN|REPEATED_IRREGULAR|LOW|LOW,upload.webm · b4b7ce27,LOW,낮은 편,PARTIAL,일부 구간만 연결,UNKNOWN,확인 부족,UNKNOWN,확인 부족,LOW,적은 편,REPEATED_IRREGULAR,REPEATED_IRREGULAR,LOW,낮은 편,LOW,어두운 편
b960707ab2f6,C:\VocalAgent\runtime\diagnostic_sessions\c84304fcb6b843d2a1e6eb5087134291\tasks\sustain_a\attempt_1\upload.webm,,LOW,medium,AMBIGUOUS,LOW,PARTIAL,PARTIAL,CHEST_DOMINANT,STABLE,LOW,LOW,LOW,UNKNOWN,0.724,True,LOW|AMBIGUOUS|LOW|PARTIAL|CHEST_DOMINANT|STABLE|LOW|LOW,upload.webm · b960707a,LOW,낮은 편,PARTIAL,일부 구간만 연결,CHEST_DOMINANT,흉성 쪽 음향 성향이 강한 편,AMBIGUOUS,판단 부족,LOW,적은 편,STABLE,안정적인 편,LOW,낮은 편,LOW,어두운 편
b9ff5bf02262,C:\VocalAgent\runtime\diagnostic_sessions\f973bce50557481fad8ba55a40bcb21c\tasks\dynamic_swell\attempt_1\upload.webm,,LOW,medium,LIGHT,LOW,UNRESOLVED,UNRESOLVED,UNKNOWN,STABLE,UNAVAILABLE,UNAVAILABLE,LOW,UNKNOWN,UNKNOWN,False,LOW|LIGHT|LOW|UNRESOLVED|UNKNOWN|STABLE|UNAVAILABLE|UNAVAILABLE,upload.webm · b9ff5bf0,LOW,낮은 편,UNRESOLVED,연결 판단 부족,UNKNOWN,확인 부족,LIGHT,가벼운 편,LOW,적은 편,STABLE,안정적인 편,UNAVAILABLE,확인 부족,UNAVAILABLE,확인 부족
bdb75679732a,C:\VocalAgent\runtime\0547c7e124584191b7db3f126479425e\upload.webm,,LOW,medium,UNKNOWN,LOW,DISRUPTED,DISRUPTED,UNKNOWN,REPEATED_IRREGULAR,LOW,LOW,LOW,UNKNOWN,UNKNOWN,False,LOW|UNKNOWN|LOW|DISRUPTED|UNKNOWN|REPEATED_IRREGULAR|LOW|LOW,upload.webm · bdb75679,LOW,낮은 편,DISRUPTED,전환이 급격한 편,UNKNOWN,확인 부족,UNKNOWN,확인 부족,LOW,적은 편,REPEATED_IRREGULAR,REPEATED_IRREGULAR,LOW,낮은 편,LOW,어두운 편
c01fc220195f,C:\VocalAgent\runtime\diagnostic_sessions\9794b5ceaddf434d9fcec7115a9be1ea\tasks\sustain_a\attempt_1\upload.webm,4.2,UNKNOWN,low,UNKNOWN,UNKNOWN,PARTIAL,PARTIAL,UNKNOWN,STABLE,LOW,LOW,UNAVAILABLE,UNKNOWN,UNKNOWN,False,UNKNOWN|UNKNOWN|UNKNOWN|PARTIAL|UNKNOWN|STABLE|LOW|LOW,upload.webm · c01fc220,UNKNOWN,확인 부족,PARTIAL,일부 구간만 연결,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,STABLE,안정적인 편,LOW,낮은 편,LOW,어두운 편
c1815547c828,C:\VocalAgent\runtime\f82ace5a518a418d8fd71bcaecd271b8\upload.webm,,LOW,medium,FIRM,LOW,PARTIAL,PARTIAL,CHEST_LEANING,STABLE,MID,LOW,LOW,UNKNOWN,0.688,True,LOW|FIRM|LOW|PARTIAL|CHEST_LEANING|STABLE|MID|LOW,upload.webm · c1815547,LOW,낮은 편,PARTIAL,일부 구간만 연결,CHEST_LEANING,흉성 쪽 음향 성향,FIRM,단단한 편,LOW,적은 편,STABLE,안정적인 편,MID,중간 편,LOW,어두운 편
c1f4910eafe2,C:\VocalAgent\runtime\e7d6b8168bc64bed95f5a7cf2f27c204\upload.wav,1.0,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNKNOWN,UNKNOWN,False,UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNAVAILABLE|UNAVAILABLE,upload.wav · c1f4910e,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNAVAILABLE,확인 부족,UNAVAILABLE,확인 부족
c3fca76b89b8,C:\VocalAgent\runtime\02ca15a9e9a542cf99c19dfd6c9d1fe2\upload.webm,,LOW,medium,UNKNOWN,UNKNOWN,DISRUPTED,DISRUPTED,UNKNOWN,STABLE,LOW,LOW,UNAVAILABLE,UNKNOWN,UNKNOWN,False,LOW|UNKNOWN|UNKNOWN|DISRUPTED|UNKNOWN|STABLE|LOW|LOW,upload.webm · c3fca76b,LOW,낮은 편,DISRUPTED,전환이 급격한 편,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,STABLE,안정적인 편,LOW,낮은 편,LOW,어두운 편
c5b20be3c802,C:\VocalAgent\runtime\9dff792efb0e44f59e4dd49882ed4ef2\upload.webm,,UNKNOWN,low,UNKNOWN,LOW,PARTIAL,PARTIAL,UNKNOWN,INTERMITTENT,HIGH,MID,LOW,UNKNOWN,UNKNOWN,False,UNKNOWN|UNKNOWN|LOW|PARTIAL|UNKNOWN|INTERMITTENT|HIGH|MID,upload.webm · c5b20be3,UNKNOWN,확인 부족,PARTIAL,일부 구간만 연결,UNKNOWN,확인 부족,UNKNOWN,확인 부족,LOW,적은 편,INTERMITTENT,INTERMITTENT,HIGH,높은 편,MID,중간 편
c5cd93ed40a3,C:\VocalAgent\runtime\396250c8f971409e9b54d79d8ac9f2c7\upload.webm,,LOW,medium,LIGHT,UNKNOWN,CONNECTED,CONNECTED,CHEST_DOMINANT,STABLE,LOW,LOW,LOW,UNKNOWN,0.841,True,LOW|LIGHT|UNKNOWN|CONNECTED|CHEST_DOMINANT|STABLE|LOW|LOW,upload.webm · c5cd93ed,LOW,낮은 편,CONNECTED,자연스럽게 연결되는 편,CHEST_DOMINANT,흉성 쪽 음향 성향이 강한 편,LIGHT,가벼운 편,UNKNOWN,확인 부족,STABLE,안정적인 편,LOW,낮은 편,LOW,어두운 편
c8d4b24b6f55,C:\VocalAgent\runtime\7e467a88f8c845aa9b8587afd4fc90ee\upload.webm,,LOW,medium,UNKNOWN,LOW,DISRUPTED,DISRUPTED,UNKNOWN,REPEATED_IRREGULAR,LOW,LOW,LOW,UNKNOWN,UNKNOWN,False,LOW|UNKNOWN|LOW|DISRUPTED|UNKNOWN|REPEATED_IRREGULAR|LOW|LOW,upload.webm · c8d4b24b,LOW,낮은 편,DISRUPTED,전환이 급격한 편,UNKNOWN,확인 부족,UNKNOWN,확인 부족,LOW,적은 편,REPEATED_IRREGULAR,REPEATED_IRREGULAR,LOW,낮은 편,LOW,어두운 편
ca43bc2b048b,C:\VocalAgent\runtime\b43b58d4cfc544c28d4d809a6ad5c02c\upload.wav,1.0,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNKNOWN,UNKNOWN,False,UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNAVAILABLE|UNAVAILABLE,upload.wav · ca43bc2b,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNAVAILABLE,확인 부족,UNAVAILABLE,확인 부족
cfc6b206e99b,C:\VocalAgent\runtime\02cee106dd424fde903d4b72c95d0522\upload.wav,2.0,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNKNOWN,UNKNOWN,False,UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNAVAILABLE|UNAVAILABLE,upload.wav · cfc6b206,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNAVAILABLE,확인 부족,UNAVAILABLE,확인 부족
d03ad168d8d7,C:\VocalAgent\runtime\diagnostic_sessions\46eaac51bdab4d2fa6108ee3e736b757\tasks\siren\attempt_1\upload.webm,,LOW,medium,FIRM,UNKNOWN,DISRUPTED,DISRUPTED,CHEST_DOMINANT,STABLE,LOW,LOW,LOW,UNKNOWN,0.555,True,LOW|FIRM|UNKNOWN|DISRUPTED|CHEST_DOMINANT|STABLE|LOW|LOW,upload.webm · d03ad168,LOW,낮은 편,DISRUPTED,전환이 급격한 편,CHEST_DOMINANT,흉성 쪽 음향 성향이 강한 편,FIRM,단단한 편,UNKNOWN,확인 부족,STABLE,안정적인 편,LOW,낮은 편,LOW,어두운 편
d241c8e7a734,C:\VocalAgent\기모그.m4a,,LOW,medium,FIRM,LOW,DISRUPTED,DISRUPTED,CHEST_DOMINANT,STABLE,LOW,LOW,LOW,UNKNOWN,0.545,True,LOW|FIRM|LOW|DISRUPTED|CHEST_DOMINANT|STABLE|LOW|LOW,기모그.m4a,LOW,낮은 편,DISRUPTED,전환이 급격한 편,CHEST_DOMINANT,흉성 쪽 음향 성향이 강한 편,FIRM,단단한 편,LOW,적은 편,STABLE,안정적인 편,LOW,낮은 편,LOW,어두운 편
d395d6bc40d4,C:\VocalAgent\runtime\diagnostic_sessions\c84304fcb6b843d2a1e6eb5087134291\tasks\dynamic_swell\attempt_1\upload.webm,,UNKNOWN,low,UNKNOWN,UNKNOWN,UNRESOLVED,UNRESOLVED,UNKNOWN,STABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNKNOWN,UNKNOWN,False,UNKNOWN|UNKNOWN|UNKNOWN|UNRESOLVED|UNKNOWN|STABLE|UNAVAILABLE|UNAVAILABLE,upload.webm · d395d6bc,UNKNOWN,확인 부족,UNRESOLVED,연결 판단 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,STABLE,안정적인 편,UNAVAILABLE,확인 부족,UNAVAILABLE,확인 부족
d399575eeebe,C:\VocalAgent\runtime\diagnostic_sessions\e9039df1e37d44719bf930cf695ead64\tasks\siren\attempt_1\upload.webm,,LOW,medium,FIRM,UNKNOWN,DISRUPTED,DISRUPTED,CONFLICTED,STABLE,LOW,LOW,LOW,UNKNOWN,0.586,True,LOW|FIRM|UNKNOWN|DISRUPTED|CONFLICTED|STABLE|LOW|LOW,upload.webm · d399575e,LOW,낮은 편,DISRUPTED,전환이 급격한 편,CONFLICTED,구간마다 성향이 다른 편,FIRM,단단한 편,UNKNOWN,확인 부족,STABLE,안정적인 편,LOW,낮은 편,LOW,어두운 편
d46938baf1fc,C:\VocalAgent\runtime\5f423fdb91574d9b9df7dbeee9b18f0f\upload.wav,1.0,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNKNOWN,UNKNOWN,False,UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNAVAILABLE|UNAVAILABLE,upload.wav · d46938ba,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNAVAILABLE,확인 부족,UNAVAILABLE,확인 부족
d5045bc290a1,C:\VocalAgent\거의동115.m4a,,LOW,medium,UNKNOWN,LOW,DISRUPTED,DISRUPTED,UNKNOWN,STABLE,LOW,LOW,LOW,UNKNOWN,UNKNOWN,False,LOW|UNKNOWN|LOW|DISRUPTED|UNKNOWN|STABLE|LOW|LOW,거의동115.m4a,LOW,낮은 편,DISRUPTED,전환이 급격한 편,UNKNOWN,확인 부족,UNKNOWN,확인 부족,LOW,적은 편,STABLE,안정적인 편,LOW,낮은 편,LOW,어두운 편
d87efe3c048b,C:\VocalAgent\runtime\diagnostic_sessions\f973bce50557481fad8ba55a40bcb21c\tasks\sustain_a\attempt_1\upload.webm,,LOW,medium,FIRM,UNKNOWN,PARTIAL,PARTIAL,CHEST_LEANING,STABLE,MID,LOW,LOW,UNKNOWN,0.547,False,LOW|FIRM|UNKNOWN|PARTIAL|CHEST_LEANING|STABLE|MID|LOW,upload.webm · d87efe3c,LOW,낮은 편,PARTIAL,일부 구간만 연결,CHEST_LEANING,흉성 쪽 음향 성향,FIRM,단단한 편,UNKNOWN,확인 부족,STABLE,안정적인 편,MID,중간 편,LOW,어두운 편
e1c87ca2521c,C:\VocalAgent\runtime\78510f3622e64f1dbe00be542b3fdaa9\upload.webm,,LOW,medium,FIRM,UNKNOWN,DISRUPTED,DISRUPTED,CHEST_LEANING,STABLE,LOW,LOW,LOW,UNKNOWN,0.718,True,LOW|FIRM|UNKNOWN|DISRUPTED|CHEST_LEANING|STABLE|LOW|LOW,upload.webm · e1c87ca2,LOW,낮은 편,DISRUPTED,전환이 급격한 편,CHEST_LEANING,흉성 쪽 음향 성향,FIRM,단단한 편,UNKNOWN,확인 부족,STABLE,안정적인 편,LOW,낮은 편,LOW,어두운 편
e67deea6f112,C:\VocalAgent\runtime\8d5a87bf67a04919a8e39245a47de599\upload.webm,,LOW,medium,FIRM,LOW,PARTIAL,PARTIAL,CHEST_DOMINANT,STABLE,MID,LOW,LOW,UNKNOWN,0.583,False,LOW|FIRM|LOW|PARTIAL|CHEST_DOMINANT|STABLE|MID|LOW,upload.webm · e67deea6,LOW,낮은 편,PARTIAL,일부 구간만 연결,CHEST_DOMINANT,흉성 쪽 음향 성향이 강한 편,FIRM,단단한 편,LOW,적은 편,STABLE,안정적인 편,MID,중간 편,LOW,어두운 편
e8314e2d9fd3,C:\VocalAgent\runtime\diagnostic_sessions\ba62f95fa43f43688d0dcd34aa0b336c\tasks\sustain_a\attempt_1\upload.webm,,LOW,medium,UNKNOWN,UNKNOWN,UNRESOLVED,UNRESOLVED,UNKNOWN,STABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNKNOWN,UNKNOWN,False,LOW|UNKNOWN|UNKNOWN|UNRESOLVED|UNKNOWN|STABLE|UNAVAILABLE|UNAVAILABLE,upload.webm · e8314e2d,LOW,낮은 편,UNRESOLVED,연결 판단 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,STABLE,안정적인 편,UNAVAILABLE,확인 부족,UNAVAILABLE,확인 부족
e8b8aa373520,C:\VocalAgent\runtime\0cd50917f9ed40d1a9e62a9f5904268f\upload.wav,18.0,LOW,medium,LIGHT,HIGH,PARTIAL,PARTIAL,UNKNOWN,STABLE,LOW,LOW,HIGH,UNKNOWN,UNKNOWN,False,LOW|LIGHT|HIGH|PARTIAL|UNKNOWN|STABLE|LOW|LOW,upload.wav · e8b8aa37,LOW,낮은 편,PARTIAL,일부 구간만 연결,UNKNOWN,확인 부족,LIGHT,가벼운 편,HIGH,많은 편,STABLE,안정적인 편,LOW,낮은 편,LOW,어두운 편
ec93548d279f,C:\VocalAgent\옥탑방.m4a,,UNKNOWN,low,UNKNOWN,LOW,UNRESOLVED,UNRESOLVED,UNKNOWN,STABLE,UNAVAILABLE,UNAVAILABLE,LOW,UNKNOWN,UNKNOWN,False,UNKNOWN|UNKNOWN|LOW|UNRESOLVED|UNKNOWN|STABLE|UNAVAILABLE|UNAVAILABLE,옥탑방.m4a,UNKNOWN,확인 부족,UNRESOLVED,연결 판단 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,LOW,적은 편,STABLE,안정적인 편,UNAVAILABLE,확인 부족,UNAVAILABLE,확인 부족
ed401e191813,C:\VocalAgent\runtime\diagnostic_sessions\f973bce50557481fad8ba55a40bcb21c\tasks\siren\attempt_1\upload.webm,,LOW,medium,FIRM,LOW,PARTIAL,PARTIAL,CHEST_DOMINANT,STABLE,LOW,LOW,LOW,UNKNOWN,0.417,False,LOW|FIRM|LOW|PARTIAL|CHEST_DOMINANT|STABLE|LOW|LOW,upload.webm · ed401e19,LOW,낮은 편,PARTIAL,일부 구간만 연결,CHEST_DOMINANT,흉성 쪽 음향 성향이 강한 편,FIRM,단단한 편,LOW,적은 편,STABLE,안정적인 편,LOW,낮은 편,LOW,어두운 편
ee4a74e09cc1,C:\VocalAgent\runtime\diagnostic_sessions\c84304fcb6b843d2a1e6eb5087134291\tasks\sustain_i\attempt_1\upload.webm,,LOW,medium,AMBIGUOUS,UNKNOWN,UNRESOLVED,UNRESOLVED,CHEST_LEANING,STABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNKNOWN,UNKNOWN,False,LOW|AMBIGUOUS|UNKNOWN|UNRESOLVED|CHEST_LEANING|STABLE|UNAVAILABLE|UNAVAILABLE,upload.webm · ee4a74e0,LOW,낮은 편,UNRESOLVED,연결 판단 부족,CHEST_LEANING,흉성 쪽 음향 성향,AMBIGUOUS,판단 부족,UNKNOWN,확인 부족,STABLE,안정적인 편,UNAVAILABLE,확인 부족,UNAVAILABLE,확인 부족
f17b7f4ff446,C:\VocalAgent\runtime\0ff873201e0f4ce8adeb1f176d39cb16\upload.webm,,LOW,medium,UNKNOWN,UNKNOWN,PARTIAL,PARTIAL,UNKNOWN,STABLE,LOW,LOW,UNAVAILABLE,UNKNOWN,UNKNOWN,False,LOW|UNKNOWN|UNKNOWN|PARTIAL|UNKNOWN|STABLE|LOW|LOW,upload.webm · f17b7f4f,LOW,낮은 편,PARTIAL,일부 구간만 연결,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,STABLE,안정적인 편,LOW,낮은 편,LOW,어두운 편
f19129f7b4dc,C:\VocalAgent\runtime\diagnostic_sessions\f973bce50557481fad8ba55a40bcb21c\tasks\dynamic_swell\attempt_2\upload.webm,,LOW,medium,AMBIGUOUS,UNKNOWN,UNRESOLVED,UNRESOLVED,CHEST_LEANING,STABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNKNOWN,UNKNOWN,False,LOW|AMBIGUOUS|UNKNOWN|UNRESOLVED|CHEST_LEANING|STABLE|UNAVAILABLE|UNAVAILABLE,upload.webm · f19129f7,LOW,낮은 편,UNRESOLVED,연결 판단 부족,CHEST_LEANING,흉성 쪽 음향 성향,AMBIGUOUS,판단 부족,UNKNOWN,확인 부족,STABLE,안정적인 편,UNAVAILABLE,확인 부족,UNAVAILABLE,확인 부족
fadd83f6eb33,C:\VocalAgent\가없너.m4a,,MODERATE,low,MID,LOW,DISRUPTED,DISRUPTED,UNKNOWN,STABLE,LOW,LOW,LOW,UNKNOWN,UNKNOWN,False,MODERATE|MID|LOW|DISRUPTED|UNKNOWN|STABLE|LOW|LOW,가없너.m4a,MODERATE,중간 정도,DISRUPTED,전환이 급격한 편,UNKNOWN,확인 부족,MID,중간 편,LOW,적은 편,STABLE,안정적인 편,LOW,낮은 편,LOW,어두운 편
